
turbo_seti version 2.1.17
blimpy version 2.0.31
h5py version 3.5.0

HDF5 header info: {'DIMENSION_LABELS': array(['time', 'feed_id', 'frequency'], dtype=object), 'az_start': 0.0, 'data_type': 1, 'fch1': 2251.46484375, 'foff': -2.7939677238464355e-06, 'machine_id': 20, 'nbits': 32, 'nchans': 536870912, 'nifs': 1, 'source_name': 'ON_L', 'src_dej': <Angle 60.8686 deg>, 'src_raj': <Angle 2.65646667 hourangle>, 'telescope_id': 6, 'tsamp': 18.253611007999982, 'tstart': 59524.14275462963, 'za_start': 0.0}

Starting ET search with parameters: datafile=/gpfs/group/jtw13/default/gbt_2020/2021/L_band/splice_no_overlap_ordered/OFF_scan2/spliced_blc0x1x2x_guppi_59524_12334_ON_L_0015.rawspec.0000.h5, max_drift=9.997, min_drift=0.0, snr=10.0, out_dir=/gpfs/group/jtw13/default/gbt_2020/2021/L_band/splice_no_overlap_ordered/OFF_scan2/, coarse_chans=None, flagging=False, n_coarse_chan=512, kernels=None, gpu_id=0, gpu_backend=False, blank_dc=True, precision=1, append_output=False, log_level_int=30, obs_info={'pulsar': 0, 'pulsar_found': 0, 'pulsar_dm': 0.0, 'pulsar_snr': 0.0, 'pulsar_stats': array([0., 0., 0., 0., 0., 0.]), 'RFI_level': 0.0, 'Mean_SEFD': 0.0, 'psrflux_Sens': 0.0, 'SEFDs_val': [0.0], 'SEFDs_freq': [0.0], 'SEFDs_freq_up': [0.0]}

Computed drift rate resolution: 0.00956648975722505

Top hit found! SNR 10.100220, Drift Rate -0.181763, index 94522
Top hit found! SNR 215.729065, Drift Rate -0.449625, index 74885
Top hit found! SNR 241.087128, Drift Rate -0.478325, index 80968
Top hit found! SNR 474.137451, Drift Rate -0.449625, index 83475
Top hit found! SNR 214.601669, Drift Rate -0.200896, index 86254
Top hit found! SNR 319.623444, Drift Rate -0.478325, index 87768
Top hit found! SNR 246.031113, Drift Rate -0.478325, index 89558
Top hit found! SNR 161.515808, Drift Rate -0.487891, index 93852
Top hit found! SNR 218.782074, Drift Rate -0.200896, index 98781
Top hit found! SNR 228.245316, Drift Rate -0.200896, index 103076
Top hit found! SNR 221.487488, Drift Rate -0.487891, index 106379
Top hit found! SNR 221.983490, Drift Rate -0.191330, index 108446
Top hit found! SNR 241.556091, Drift Rate -0.200896, index 111666
Top hit found! SNR 242.491211, Drift Rate -0.191330, index 115962
Top hit found! SNR 175.645737, Drift Rate -0.478325, index 118191
Top hit found! SNR 273.815979, Drift Rate -0.487891, index 122485
Top hit found! SNR 381.760864, Drift Rate -0.468758, index 124276
Top hit found! SNR 574.534424, Drift Rate -0.468758, index 128571
Top hit found! SNR 465.589996, Drift Rate -0.172197, index 130996
Top hit found! SNR 164.419067, Drift Rate -0.191330, index 135647
Top hit found! SNR 285.848969, Drift Rate -0.440059, index 137163
Top hit found! SNR 189.378876, Drift Rate -0.200896, index 140657
Top hit found! SNR 328.006287, Drift Rate -0.468758, index 142171
Top hit found! SNR 179.684830, Drift Rate -0.200896, index 143878
Top hit found! SNR 413.912018, Drift Rate -0.468758, index 146108
Top hit found! SNR 434.763062, Drift Rate -0.172197, index 150681
Top hit found! SNR 150.659882, Drift Rate -0.468758, index 153983
Top hit found! SNR 303.592102, Drift Rate -0.487891, index 156845
Top hit found! SNR 323.719666, Drift Rate -0.200896, index 161416
Top hit found! SNR 400.945770, Drift Rate -0.449625, index 164721
Top hit found! SNR 182.813568, Drift Rate -0.468758, index 169373
Top hit found! SNR 311.640350, Drift Rate -0.468758, index 171163
Top hit found! SNR 459.929077, Drift Rate -0.468758, index 176889
Top hit found! SNR 203.519852, Drift Rate -0.449625, index 180469
Top hit found! SNR 136.107849, Drift Rate -0.200896, index 186470
Top hit found! SNR 267.887085, Drift Rate -0.468758, index 189774
Top hit found! SNR 101.262733, Drift Rate -0.449625, index 192280
Top hit found! SNR 186.907455, Drift Rate -0.191330, index 195777
Top hit found! SNR 222.190277, Drift Rate -0.468758, index 197290
Top hit found! SNR 247.737961, Drift Rate -0.191330, index 202577
Top hit found! SNR 234.400696, Drift Rate -0.191330, index 206872
Top hit found! SNR 197.343048, Drift Rate -0.440059, index 209819
Top hit found! SNR 178.263519, Drift Rate -0.181763, index 212957
Top hit found! SNR 168.944672, Drift Rate -0.440059, index 215188
Top hit found! SNR 178.416718, Drift Rate -0.181763, index 217610
Top hit found! SNR 263.269897, Drift Rate -0.440059, index 219483
Top hit found! SNR 224.671127, Drift Rate -0.181763, index 221189
Top hit found! SNR 173.036606, Drift Rate -0.191330, index 224052
Top hit found! SNR 174.823654, Drift Rate -0.487891, index 225922
Top hit found! SNR 131.321320, Drift Rate -0.172197, index 229780
Top hit found! SNR 127.535545, Drift Rate -0.200896, index 232283
Top hit found! SNR 214.230789, Drift Rate -0.440059, index 235589
Top hit found! SNR 209.274521, Drift Rate -0.181763, index 238011
Top hit found! SNR 244.669006, Drift Rate -0.191330, index 240158
Top hit found! SNR 167.217133, Drift Rate -0.468758, index 243103
Top hit found! SNR 207.820709, Drift Rate -0.449625, index 245610
Top hit found! SNR 174.916656, Drift Rate -0.172197, index 250181
Top hit found! SNR 107.782600, Drift Rate -0.200896, index 251968
Top hit found! SNR 69.722992, Drift Rate -0.430492, index 255991
Top hit found! SNR 334.280640, Drift Rate -0.449625, index 258137
Top hit found! SNR 325.616760, Drift Rate -0.440059, index 261717
Top hit found! SNR 130.883926, Drift Rate -0.440059, index 265296
Top hit found! SNR 210.744324, Drift Rate -0.191330, index 268791
Top hit found! SNR 148.752426, Drift Rate -0.449625, index 271022
Top hit found! SNR 183.738312, Drift Rate -0.440059, index 272812
Top hit found! SNR 234.105774, Drift Rate -0.468758, index 276032
Top hit found! SNR 127.732307, Drift Rate -0.172197, index 278814
Top hit found! SNR 163.312119, Drift Rate -0.449625, index 282475
Top hit found! SNR 120.291328, Drift Rate -0.191330, index 285971
Top hit found! SNR 166.952576, Drift Rate -0.449625, index 289633
Top hit found! SNR 102.574287, Drift Rate -0.172197, index 291341
Top hit found! SNR 136.484467, Drift Rate -0.468758, index 295717
Top hit found! SNR 91.815887, Drift Rate -0.191330, index 297424
Top hit found! SNR 91.166084, Drift Rate -0.449625, index 298939
Top hit found! SNR 180.918228, Drift Rate -0.478325, index 302159
Top hit found! SNR 123.760696, Drift Rate -0.449625, index 305382
Top hit found! SNR 100.763710, Drift Rate -0.449625, index 307171
Top hit found! SNR 118.361214, Drift Rate -0.172197, index 312100
Top hit found! SNR 169.184723, Drift Rate -0.468758, index 316476
Top hit found! SNR 140.940018, Drift Rate -0.200896, index 318182
Top hit found! SNR 165.688065, Drift Rate -0.468758, index 320055
Top hit found! SNR 33.042835, Drift Rate -0.440059, index 322205
Top hit found! SNR 36.360500, Drift Rate -0.440059, index 326142
Top hit found! SNR 42.015484, Drift Rate -0.172197, index 328922
Top hit found! SNR 80.804794, Drift Rate -0.200896, index 330709
Top hit found! SNR 74.410980, Drift Rate -0.449625, index 332583
Top hit found! SNR 60.233074, Drift Rate -0.468758, index 335088
Top hit found! SNR 40.057518, Drift Rate -0.478325, index 339024
Top hit found! SNR 72.264053, Drift Rate -0.172197, index 340733
Top hit found! SNR 71.940987, Drift Rate -0.191330, index 342879
Top hit found! SNR 26.823448, Drift Rate -0.449625, index 345110
Top hit found! SNR 33.367916, Drift Rate -0.200896, index 347889
Top hit found! SNR 42.303574, Drift Rate -0.468758, index 352268
Top hit found! SNR 38.824516, Drift Rate -0.200896, index 356837
Top hit found! SNR 54.753593, Drift Rate -0.200896, index 359700
Top hit found! SNR 38.223816, Drift Rate -0.200896, index 363279
Top hit found! SNR 25.836964, Drift Rate -0.478325, index 365152
Top hit found! SNR 35.906815, Drift Rate -0.200896, index 367932
Top hit found! SNR 24.678976, Drift Rate -0.440059, index 371597
Top hit found! SNR 31.459799, Drift Rate -0.181763, index 374018
Top hit found! SNR 31.506393, Drift Rate -0.181763, index 378313
Top hit found! SNR 23.170959, Drift Rate -0.478325, index 380900
Top hit found! SNR 16.681786, Drift Rate -0.172197, index 382967
Top hit found! SNR 23.089048, Drift Rate -0.200896, index 385112
Top hit found! SNR 21.532103, Drift Rate -0.449625, index 388418
Top hit found! SNR 10.692335, Drift Rate -0.191330, index 394419
Top hit found! SNR 13.790350, Drift Rate -0.487891, index 397721
Top hit found! SNR 24.933575, Drift Rate -0.487891, index 401300
Top hit found! SNR 15.992343, Drift Rate -0.468758, index 407029
Top hit found! SNR 14.164101, Drift Rate -0.487891, index 413469
Top hit found! SNR 10.023944, Drift Rate -0.172197, index 419474
Top hit found! SNR 11.131133, Drift Rate -0.200896, index 430209
Top hit found! SNR 11.601492, Drift Rate -0.000000, index 482345
Top hit found! SNR 11.509604, Drift Rate -0.449625, index 543036
Top hit found! SNR 10.868359, Drift Rate -0.172197, index 568724
Top hit found! SNR 10.766226, Drift Rate -0.181763, index 573018
Top hit found! SNR 11.155646, Drift Rate -0.200896, index 579101
Top hit found! SNR 11.394420, Drift Rate -0.200896, index 583754
Top hit found! SNR 14.270217, Drift Rate -0.440059, index 585629
Top hit found! SNR 16.535702, Drift Rate -0.200896, index 587333
Top hit found! SNR 12.178259, Drift Rate -0.191330, index 590197
Top hit found! SNR 11.327343, Drift Rate -0.468758, index 592070
Top hit found! SNR 10.073619, Drift Rate -0.200896, index 595923
Top hit found! SNR 13.888621, Drift Rate -0.449625, index 601735
Top hit found! SNR 18.523125, Drift Rate -0.191330, index 604156
Top hit found! SNR 17.408384, Drift Rate -0.172197, index 606305
Top hit found! SNR 12.986642, Drift Rate -0.449625, index 609251
Top hit found! SNR 16.619520, Drift Rate -0.449625, index 611756
Top hit found! SNR 17.169525, Drift Rate -0.191330, index 616325
Top hit found! SNR 28.415207, Drift Rate -0.449625, index 624283
Top hit found! SNR 27.486629, Drift Rate -0.440059, index 627863
Top hit found! SNR 11.936650, Drift Rate -0.449625, index 631442
Top hit found! SNR 19.845034, Drift Rate -0.172197, index 634938
Top hit found! SNR 15.686350, Drift Rate -0.440059, index 637169
Top hit found! SNR 16.850163, Drift Rate -0.468758, index 638957
Top hit found! SNR 24.134771, Drift Rate -0.468758, index 642178
Top hit found! SNR 15.686405, Drift Rate -0.200896, index 644957
Top hit found! SNR 17.146961, Drift Rate -0.420926, index 648624
Top hit found! SNR 13.779129, Drift Rate -0.191330, index 652116
Top hit found! SNR 18.952726, Drift Rate -0.468758, index 655779
Top hit found! SNR 13.155978, Drift Rate -0.191330, index 657485
Top hit found! SNR 16.910711, Drift Rate -0.440059, index 661865
Top hit found! SNR 11.340207, Drift Rate -0.172197, index 663571
Top hit found! SNR 11.109185, Drift Rate -0.420926, index 665088
Top hit found! SNR 23.248846, Drift Rate -0.468758, index 668306
Top hit found! SNR 15.636779, Drift Rate -0.449625, index 671528
Top hit found! SNR 13.349498, Drift Rate -0.468758, index 673317
Top hit found! SNR 18.497749, Drift Rate -0.191330, index 678244
Top hit found! SNR 23.361118, Drift Rate -0.468758, index 682622
Top hit found! SNR 18.849882, Drift Rate -0.172197, index 684330
Top hit found! SNR 23.539232, Drift Rate -0.487891, index 686200
Top hit found! SNR 11.669686, Drift Rate -0.181763, index 696856
Top hit found! SNR 11.575471, Drift Rate -0.478325, index 698728
Top hit found! SNR 13.109315, Drift Rate -0.191330, index 706877
Top hit found! SNR 11.218933, Drift Rate -0.172197, index 709026
Top hit found! SNR 11.175053, Drift Rate -0.487891, index 998904
Top hit found! SNR 13.531775, Drift Rate -0.478325, index 1002484
Top hit found! SNR 11.412224, Drift Rate -0.200896, index 1013140
Top hit found! SNR 13.169755, Drift Rate -0.478325, index 1015011
Top hit found! SNR 12.353434, Drift Rate -0.478325, index 1017517
Top hit found! SNR 19.906828, Drift Rate -0.200896, index 1023161
Top hit found! SNR 24.010098, Drift Rate -0.200896, index 1025309
Top hit found! SNR 11.959112, Drift Rate -0.172197, index 1031038
Top hit found! SNR 23.844444, Drift Rate -0.440059, index 1034699
Top hit found! SNR 24.561512, Drift Rate -0.172197, index 1039270
Top hit found! SNR 45.472290, Drift Rate -0.478325, index 1041139
Top hit found! SNR 39.330673, Drift Rate -0.191330, index 1045711
Top hit found! SNR 30.624575, Drift Rate -0.440059, index 1047584
Top hit found! SNR 11.359535, Drift Rate -0.000000, index 328554
Top hit found! SNR 85.897018, Drift Rate -0.000000, index 142962
Top hit found! SNR 12.034449, Drift Rate -0.019133, index 178757
Top hit found! SNR 54.591827, Drift Rate -0.009566, index 181949
Top hit found! SNR 31.020220, Drift Rate 0.009566, index 184114
Top hit found! SNR 46.264244, Drift Rate 0.009566, index 188649
Top hit found! SNR 21.271095, Drift Rate -0.000000, index 761965
Top hit found! SNR 10.383422, Drift Rate -0.000000, index 608174
Top hit found! SNR 19.000797, Drift Rate -0.000000, index 454383
Top hit found! SNR 269.438507, Drift Rate 0.066965, index 204169
Top hit found! SNR 16.936735, Drift Rate 0.057399, index 493650
Top hit found! SNR 10.913603, Drift Rate -0.000000, index 734003
Top hit found! SNR 20.969902, Drift Rate -0.000000, index 743184
Top hit found! SNR 42.831734, Drift Rate 0.047832, index 843527
Top hit found! SNR 33.670132, Drift Rate 0.047832, index 456812
Top hit found! SNR 12.318747, Drift Rate 0.057399, index 144829
Top hit found! SNR 41.832039, Drift Rate 0.066965, index 544452
Top hit found! SNR 11.600744, Drift Rate 0.009566, index 253679
Top hit found! SNR 17.451925, Drift Rate -0.000000, index 945456
Top hit found! SNR 22.999386, Drift Rate 0.086098, index 514920
Top hit found! SNR 21.520454, Drift Rate 0.019133, index 530222
Top hit found! SNR 12.854613, Drift Rate 0.019133, index 52081
Top hit found! SNR 10.683963, Drift Rate -0.000000, index 55478
Top hit found! SNR 14.885763, Drift Rate 0.009566, index 58991
Top hit found! SNR 18.309368, Drift Rate 0.009566, index 63419
Top hit found! SNR 22.326843, Drift Rate 0.009566, index 66817
Top hit found! SNR 19.487852, Drift Rate -0.000000, index 71245
Top hit found! SNR 24.865053, Drift Rate -0.000000, index 73726
Top hit found! SNR 30.739445, Drift Rate -0.000000, index 78155
Top hit found! SNR 17.039766, Drift Rate -0.000000, index 79850
Top hit found! SNR 36.269360, Drift Rate -0.000000, index 81553
Top hit found! SNR 36.578381, Drift Rate -0.000000, index 85981
Top hit found! SNR 36.189289, Drift Rate -0.000000, index 88463
Top hit found! SNR 51.365746, Drift Rate -0.000000, index 92891
Top hit found! SNR 47.918236, Drift Rate -0.000000, index 96289
Top hit found! SNR 44.733265, Drift Rate -0.000000, index 99801
Top hit found! SNR 46.915043, Drift Rate -0.000000, index 104230
Top hit found! SNR 62.192352, Drift Rate -0.000000, index 107628
Top hit found! SNR 50.125282, Drift Rate -0.009566, index 111024
Top hit found! SNR 51.175369, Drift Rate 0.009566, index 114538
Top hit found! SNR 59.600693, Drift Rate 0.009566, index 118966
Top hit found! SNR 65.046227, Drift Rate -0.000000, index 122363
Top hit found! SNR 45.492886, Drift Rate 0.009566, index 126792
Top hit found! SNR 47.980415, Drift Rate -0.000000, index 130189
Top hit found! SNR 52.173672, Drift Rate 0.009566, index 133702
Top hit found! SNR 60.597420, Drift Rate -0.000000, index 137099
Top hit found! SNR 49.444843, Drift Rate 0.009566, index 141528
Top hit found! SNR 42.011410, Drift Rate -0.019133, index 144009
Top hit found! SNR 55.091644, Drift Rate -0.000000, index 148438
Top hit found! SNR 50.247009, Drift Rate -0.019133, index 151835
Top hit found! SNR 48.779926, Drift Rate -0.000000, index 156264
Top hit found! SNR 38.717453, Drift Rate -0.009566, index 159776
Top hit found! SNR 54.229286, Drift Rate -0.000000, index 163174
Top hit found! SNR 40.261227, Drift Rate -0.000000, index 166572
Top hit found! SNR 40.487488, Drift Rate 0.009566, index 171001
Top hit found! SNR 39.710365, Drift Rate -0.000000, index 174513
Top hit found! SNR 48.691097, Drift Rate -0.000000, index 177911
Top hit found! SNR 37.561707, Drift Rate -0.000000, index 182339
Top hit found! SNR 44.875507, Drift Rate -0.000000, index 185760
Top hit found! SNR 37.874268, Drift Rate -0.000000, index 189272
Top hit found! SNR 53.000668, Drift Rate -0.000000, index 192670
Top hit found! SNR 50.531136, Drift Rate -0.009566, index 197098
Top hit found! SNR 56.673965, Drift Rate -0.000000, index 200496
Top hit found! SNR 50.554482, Drift Rate -0.019133, index 204007
Top hit found! SNR 65.041702, Drift Rate -0.000000, index 207406
Top hit found! SNR 64.129654, Drift Rate -0.000000, index 211835
Top hit found! SNR 63.594643, Drift Rate 0.019133, index 215233
Top hit found! SNR 62.961411, Drift Rate 0.009566, index 218745
Top hit found! SNR 62.703800, Drift Rate 0.019133, index 222143
Top hit found! SNR 61.445103, Drift Rate 0.009566, index 226571
Top hit found! SNR 52.622742, Drift Rate 0.019133, index 229969
Top hit found! SNR 56.697556, Drift Rate 0.009566, index 233481
Top hit found! SNR 47.616093, Drift Rate 0.009566, index 236879
Top hit found! SNR 58.637241, Drift Rate 0.009566, index 241307
Top hit found! SNR 42.488720, Drift Rate 0.019133, index 244706
Top hit found! SNR 48.912708, Drift Rate -0.000000, index 248216
Top hit found! SNR 46.772984, Drift Rate 0.019133, index 252646
Top hit found! SNR 47.484127, Drift Rate -0.009566, index 256042
Top hit found! SNR 38.148548, Drift Rate 0.019133, index 259556
Top hit found! SNR 43.268013, Drift Rate 0.009566, index 262953
Top hit found! SNR 39.592564, Drift Rate 0.009566, index 267382
Top hit found! SNR 41.944153, Drift Rate 0.019133, index 270780
Top hit found! SNR 36.798084, Drift Rate 0.009566, index 274292
Top hit found! SNR 35.607334, Drift Rate 0.019133, index 277690
Top hit found! SNR 40.676006, Drift Rate 0.009566, index 282118
Top hit found! SNR 31.435455, Drift Rate 0.009566, index 285516
Top hit found! SNR 28.057558, Drift Rate 0.009566, index 289028
Top hit found! SNR 23.181288, Drift Rate 0.009566, index 292426
Top hit found! SNR 27.415020, Drift Rate -0.000000, index 296854
Top hit found! SNR 18.466213, Drift Rate -0.000000, index 300252
Top hit found! SNR 20.346634, Drift Rate 0.009566, index 303765
Top hit found! SNR 17.479006, Drift Rate -0.000000, index 308193
Top hit found! SNR 17.688492, Drift Rate 0.009566, index 311591
Top hit found! SNR 12.758340, Drift Rate 0.009566, index 315103
Top hit found! SNR 13.260435, Drift Rate -0.000000, index 318500
Top hit found! SNR 13.632045, Drift Rate 0.019133, index 322930
Top hit found! SNR 12.543541, Drift Rate -0.019133, index 326325
Top hit found! SNR 10.223475, Drift Rate -0.000000, index 329839
Top hit found! SNR 10.030077, Drift Rate -0.000000, index 337665
Top hit found! SNR 10.879689, Drift Rate -0.009566, index 367160
Top hit found! SNR 12.370955, Drift Rate 0.009566, index 381897
Top hit found! SNR 11.291274, Drift Rate 0.019133, index 396634
Top hit found! SNR 10.353194, Drift Rate -0.000000, index 422707
Top hit found! SNR 1622.028442, Drift Rate -0.000000, index 803908
Top hit found! SNR 13.162558, Drift Rate -0.000000, index 63176
Top hit found! SNR 467.013214, Drift Rate -0.000000, index 63176
Top hit found! SNR 14.734267, Drift Rate -0.000000, index 123679
Top hit found! SNR 10.668341, Drift Rate 0.009566, index 185529
Top hit found! SNR 10.971674, Drift Rate 0.660088, index 524485
Top hit found! SNR 18.982386, Drift Rate -0.009566, index 164017
Top hit found! SNR 23.506596, Drift Rate -0.000000, index 311349
Top hit found! SNR 28.091812, Drift Rate -0.038266, index 319242
Top hit found! SNR 270.864960, Drift Rate -0.000000, index 474356
Top hit found! SNR 12.226588, Drift Rate -0.028699, index 396821
Top hit found! SNR 12.090790, Drift Rate -0.000000, index 844904
Top hit found! SNR 12.587496, Drift Rate 0.076532, index 864891
Top hit found! SNR 89.189049, Drift Rate 0.028699, index 871832
Top hit found! SNR 16.369617, Drift Rate -0.009566, index 878603
Top hit found! SNR 24.827648, Drift Rate -0.009566, index 880279
Top hit found! SNR 14.026185, Drift Rate -0.487891, index 944466
Top hit found! SNR 10.316429, Drift Rate -0.277428, index 104717
Top hit found! SNR 13.233408, Drift Rate -0.277428, index 109370
Top hit found! SNR 14.051590, Drift Rate -0.277428, index 112627
Top hit found! SNR 14.758595, Drift Rate -0.277428, index 116922
Top hit found! SNR 17.847456, Drift Rate -0.277428, index 121217
Top hit found! SNR 17.179819, Drift Rate -0.277428, index 123364
Top hit found! SNR 18.723085, Drift Rate -0.277428, index 125512
Top hit found! SNR 22.534046, Drift Rate -0.277428, index 129091
Top hit found! SNR 19.848978, Drift Rate -0.277428, index 131596
Top hit found! SNR 23.619972, Drift Rate -0.277428, index 135140
Top hit found! SNR 23.178707, Drift Rate -0.277428, index 136607
Top hit found! SNR 22.644114, Drift Rate -0.277428, index 138361
Top hit found! SNR 26.107655, Drift Rate -0.277428, index 140902
Top hit found! SNR 25.225435, Drift Rate -0.277428, index 143014
Top hit found! SNR 29.176649, Drift Rate -0.277428, index 145913
Top hit found! SNR 27.447197, Drift Rate -0.277428, index 149850
Top hit found! SNR 28.425537, Drift Rate -0.277428, index 151962
Top hit found! SNR 29.072874, Drift Rate -0.277428, index 153429
Top hit found! SNR 32.714565, Drift Rate -0.277428, index 155899
Top hit found! SNR 31.803436, Drift Rate -0.277428, index 159120
Top hit found! SNR 31.469374, Drift Rate -0.277428, index 160587
Top hit found! SNR 36.597027, Drift Rate -0.277428, index 163057
Top hit found! SNR 33.910530, Drift Rate -0.277428, index 165240
Top hit found! SNR 34.973312, Drift Rate -0.277428, index 167352
Top hit found! SNR 35.531597, Drift Rate -0.277428, index 169177
Top hit found! SNR 35.379520, Drift Rate -0.277428, index 170967
Top hit found! SNR 34.404289, Drift Rate -0.277428, index 172721
Top hit found! SNR 36.830162, Drift Rate -0.277428, index 174904
Top hit found! SNR 39.839264, Drift Rate -0.277428, index 177767
Top hit found! SNR 42.778553, Drift Rate -0.277428, index 182420
Top hit found! SNR 37.851124, Drift Rate -0.277428, index 184568
Top hit found! SNR 39.796791, Drift Rate -0.277428, index 189901
Top hit found! SNR 39.303249, Drift Rate -0.277428, index 192048
Top hit found! SNR 39.726814, Drift Rate -0.286995, index 193873
Top hit found! SNR 48.576191, Drift Rate -0.277428, index 197775
Top hit found! SNR 43.195919, Drift Rate -0.277428, index 199958
Top hit found! SNR 42.126766, Drift Rate -0.277428, index 202821
Top hit found! SNR 708.508179, Drift Rate -0.286995, index 207814
Top hit found! SNR 42.731438, Drift Rate -0.277428, index 212485
Top hit found! SNR 48.159142, Drift Rate -0.277428, index 218176
Top hit found! SNR 43.030144, Drift Rate -0.277428, index 221755
Top hit found! SNR 42.699432, Drift Rate -0.277428, index 225012
Top hit found! SNR 40.411438, Drift Rate -0.277428, index 228233
Top hit found! SNR 40.220242, Drift Rate -0.277428, index 231061
Top hit found! SNR 43.167603, Drift Rate -0.277428, index 232886
Top hit found! SNR 44.006718, Drift Rate -0.277428, index 237539
Top hit found! SNR 38.822300, Drift Rate -0.277428, index 241834
Top hit found! SNR 39.016853, Drift Rate -0.277428, index 246451
Top hit found! SNR 33.457481, Drift Rate -0.286995, index 248276
Top hit found! SNR 38.990932, Drift Rate -0.277428, index 250066
Top hit found! SNR 37.171696, Drift Rate -0.277428, index 252571
Top hit found! SNR 36.895905, Drift Rate -0.277428, index 255041
Top hit found! SNR 33.416828, Drift Rate -0.286995, index 259729
Top hit found! SNR 31.797594, Drift Rate -0.277428, index 263989
Top hit found! SNR 28.942137, Drift Rate -0.277428, index 265456
Top hit found! SNR 30.149317, Drift Rate -0.277428, index 269716
Top hit found! SNR 27.666370, Drift Rate -0.277428, index 272221
Top hit found! SNR 30.617384, Drift Rate -0.277428, index 274404
Top hit found! SNR 26.674881, Drift Rate -0.277428, index 280489
Top hit found! SNR 24.384844, Drift Rate -0.277428, index 284032
Top hit found! SNR 23.908417, Drift Rate -0.277428, index 287289
Top hit found! SNR 21.189342, Drift Rate -0.277428, index 291584
Top hit found! SNR 20.721455, Drift Rate -0.277428, index 294412
Top hit found! SNR 16.795343, Drift Rate -0.277428, index 300854
Top hit found! SNR 17.417377, Drift Rate -0.277428, index 304111
Top hit found! SNR 14.682485, Drift Rate -0.277428, index 308406
Top hit found! SNR 14.022898, Drift Rate -0.277428, index 310160
Top hit found! SNR 14.382986, Drift Rate -0.277428, index 311985
Top hit found! SNR 11.967707, Drift Rate -0.277428, index 314491
Top hit found! SNR 12.387267, Drift Rate -0.277428, index 316638
Top hit found! SNR 108.007896, Drift Rate -0.373093, index 256269
Top hit found! SNR 11.421405, Drift Rate -0.000000, index 577278
Top hit found! SNR 13.999755, Drift Rate -0.000000, index 588629
Top hit found! SNR 11.534276, Drift Rate 0.047832, index 146942
Top hit found! SNR 33.436855, Drift Rate -0.105231, index 693936
Top hit found! SNR 181.804352, Drift Rate -0.191330, index 503220
Top hit found! SNR 198.749771, Drift Rate 0.076532, index 516726
Top hit found! SNR 402.725525, Drift Rate -0.000000, index 538269
Top hit found! SNR 56.515160, Drift Rate -0.430492, index 386322
Top hit found! SNR 14.737510, Drift Rate -0.009566, index 390880
Top hit found! SNR 63.644981, Drift Rate 0.009566, index 392809
Top hit found! SNR 56.103401, Drift Rate -0.038266, index 765613
Top hit found! SNR 271.893372, Drift Rate 0.009566, index 66342
Top hit found! SNR 12.870411, Drift Rate 0.019133, index 80803
Top hit found! SNR 32.013748, Drift Rate 0.047832, index 496819
Top hit found! SNR 11.006081, Drift Rate -0.009566, index 798127
Top hit found! SNR 24.398895, Drift Rate -0.181763, index 1018946
Top hit found! SNR 19.597488, Drift Rate 0.019133, index 669580
Top hit found! SNR 41.745201, Drift Rate 0.019133, index 500917
Top hit found! SNR 10.382020, Drift Rate -0.000000, index 510307
Top hit found! SNR 11.076847, Drift Rate -0.382660, index 562255
Top hit found! SNR 10.165339, Drift Rate -0.382660, index 685377
Top hit found! SNR 10.830577, Drift Rate -0.114798, index 325517
Top hit found! SNR 13.222339, Drift Rate -0.076532, index 345299
Top hit found! SNR 10.929424, Drift Rate -0.124364, index 607105
Top hit found! SNR 12.663767, Drift Rate -0.382660, index 610685
Top hit found! SNR 13.178170, Drift Rate -0.076532, index 624830
Top hit found! SNR 12.177958, Drift Rate -0.124364, index 645668
Top hit found! SNR 10.058210, Drift Rate -0.105231, index 732382
Top hit found! SNR 10.068163, Drift Rate -0.382660, index 826507
Top hit found! SNR 12.221030, Drift Rate -0.392226, index 899879
Top hit found! SNR 21.397532, Drift Rate -0.420926, index 204539
Top hit found! SNR 12.262069, Drift Rate -0.382660, index 305496
Top hit found! SNR 10.388428, Drift Rate -0.382660, index 411796
Top hit found! SNR 14.190513, Drift Rate -0.382660, index 763268
Top hit found! SNR 14.208810, Drift Rate -0.382660, index 782595
Top hit found! SNR 11.008176, Drift Rate 0.028699, index 846696
Top hit found! SNR 16.250280, Drift Rate -0.000000, index 804085
Top hit found! SNR 24.234669, Drift Rate -0.000000, index 915965
Top hit found! SNR 115.186028, Drift Rate 0.009566, index 933338
Top hit found! SNR 115.690056, Drift Rate -0.009566, index 938582
Top hit found! SNR 694.253845, Drift Rate -0.000000, index 943718
Top hit found! SNR 117.491241, Drift Rate -0.430492, index 945525
Top hit found! SNR 92.150490, Drift Rate -0.009566, index 949990
Top hit found! SNR 12.431027, Drift Rate -0.009566, index 951623
Top hit found! SNR 39.552067, Drift Rate 0.047832, index 987848
Top hit found! SNR 10.256560, Drift Rate -0.382660, index 1000653
Top hit found! SNR 15.699080, Drift Rate 0.363527, index 416729
Top hit found! SNR 19.748699, Drift Rate -0.000000, index 636136
Top hit found! SNR 27.754295, Drift Rate -0.554856, index 637930
Top hit found! SNR 16.468306, Drift Rate 0.066965, index 857009
Top hit found! SNR 26.463530, Drift Rate -0.000000, index 482345
Top hit found! SNR 46.155045, Drift Rate -0.794019, index 734003
Top hit found! SNR 12.200010, Drift Rate 0.057399, index 1012102
Top hit found! SNR 391.916107, Drift Rate -0.000000, index 318259
